http://angtv.cn/test/bestv.php?id咪咕静态,#genre#
iHOT爱科幻,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000020630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=3
iHOT爱科学,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000160630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=3
iHOT爱浪漫,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000040630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=3
iHOT爱历史,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000150630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000150630&livemode=1&stbId=3
iHOT爱猎奇,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000190630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000190630&livemode=1&stbId=3
iHOT爱旅行,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000250630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3
iHOT爱美食,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000120630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000120630&livemode=1&stbId=3
iHOT爱奇谈,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000270630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000270630&livemode=1&stbId=3
iHOT爱青春,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000100630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000100630&livemode=1&stbId=3
iHOT爱赛车,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000240630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000240630&livemode=1&stbId=3
iHOT爱时尚,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000140630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000140630&livemode=1&stbId=3
iHOT爱世界,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000210630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000210630&livemode=1&stbId=3
iHOT爱探索,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000300630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000300630&livemode=1&stbId=3
iHOT爱体育,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000290630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000290630&livemode=1&stbId=3
iHOT爱玩具,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000220630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000220630&livemode=1&stbId=3
iHOT爱喜剧,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000010630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000010630&livemode=1&stbId=3
iHOT爱幼教,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000180630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000180630&livemode=1&stbId=3
iHOT爱娱乐,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000130630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000130630&livemode=1&stbId=3
iHOT爱院线,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000030630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3








虎牙测试,#genre#
陈翔六点半,https://www.goodiptv.club/huya/11274154
神医必备 红烧狮子头,https://www.goodiptv.club/huya/11601978
六大门派围攻光明顶·马甲掉了,https://www.goodiptv.club/huya/11342403
金庸经典剧 24小时轮播,https://www.goodiptv.club/huya/11602082
新水hu·在下正是西公子,https://www.goodiptv.club/huya/11342384
在哪儿跌倒的还得在哪儿爬起来,https://www.goodiptv.club/huya/11602088
【活fo济公】·鞋儿破、帽儿破,https://www.goodiptv.club/huya/11342400
搞笑的一家人,https://www.goodiptv.club/huya/11342402
夏雪夏雨夏冰雹,https://www.goodiptv.club/huya/11352872
胡八一胖子沙漠古城找鬼洞,https://www.goodiptv.club/huya/11352871
葛二蛋成长之路,https://www.goodiptv.club/huya/11602072
大家好 我曾小咸又回来啦,https://www.goodiptv.club/huya/11336726
现代版三国,https://www.goodiptv.club/huya/21059562
yi馆笑传 oh天长地久,https://www.goodiptv.club/huya/11352891
宝lian灯,https://www.goodiptv.club/huya/21059563
快来追！yang光的快乐生活,https://www.goodiptv.club/huya/11602085
神貂侠侣·小笼包版姑姑上线,https://www.goodiptv.club/huya/11352964
盗墓贼家女儿的岁月传奇,https://www.goodiptv.club/huya/11352912
独当一面的“钢铁战队”,https://www.goodiptv.club/huya/11336578
星爷经典不间断,https://www.goodiptv.club/huya/11342412
英叔护体 | 林正英搞笑僵尸系列,https://www.goodiptv.club/huya/11342421
【虎牙影院】沈腾经典片放映,https://www.goodiptv.club/huya/11601968
成龙经典武打动作片,https://www.goodiptv.club/huya/11342386
虎牙八点档,https://www.goodiptv.club/huya/880261
Man威,https://www.goodiptv.club/huya/11602034
五福星,https://www.goodiptv.club/huya/11282233
【王晶】港风导演代表,https://www.goodiptv.club/huya/11602058
搞笑恐怖类-弹幕护体,https://www.goodiptv.club/huya/11601960
杰森·斯坦森:郭达是你吗,https://www.goodiptv.club/huya/21059588
历年贺岁档 笑就完事儿了,https://www.goodiptv.club/huya/11601986
邱淑贞太好看了吧,https://www.goodiptv.club/huya/11352949
周星星粤语经典版,https://www.goodiptv.club/huya/11336587
这些都是高智商的罪犯,https://www.goodiptv.club/huya/11352962
李连杰系列 武打高产王,https://www.goodiptv.club/huya/11342390
周润发电影 小马哥归来,https://www.goodiptv.club/huya/11342387
经典之作·金庸群侠篇,https://www.goodiptv.club/huya/11342427
【警匪】不会演戏的警察不是好卧底,https://www.goodiptv.club/huya/11352886
【黑帮大片】山鸡哥重现江湖,https://www.goodiptv.club/huya/11336719
黑帮斗争 黑与白的对峙 情与义的泯灭,https://www.goodiptv.club/huya/11342419
海盗还是得看加勒比,https://www.goodiptv.club/huya/21059595
许氏三杰,https://www.goodiptv.club/huya/11602033
刘德华电影,https://www.goodiptv.club/huya/11342424
变形jin刚阿威,https://www.goodiptv.club/huya/21059596
永远的经典女神,https://www.goodiptv.club/huya/11352909
si神来了系列,https://www.goodiptv.club/huya/11352903
够劲就是中国功夫,https://www.goodiptv.club/huya/11352941
巨石强森系列,https://www.goodiptv.club/huya/21059581
喜剧专场,https://www.goodiptv.club/huya/11602044
洪金宝·童年回忆杀,https://www.goodiptv.club/huya/11279251
Han国高分动作片,https://www.goodiptv.club/huya/11352884
【镖行天下】镖在人在,https://www.goodiptv.club/huya/11352969
飙车的老司机的直播间,https://www.goodiptv.club/huya/11352894
千面影帝梁家辉,https://www.goodiptv.club/huya/11342429
【女神系列】邱淑贞 王祖贤 张曼玉,https://www.goodiptv.club/huya/11336571
怪兽打架x异形世界,https://www.goodiptv.club/huya/21059577
《jiang夜》终将至花开彼岸天,https://www.goodiptv.club/huya/11352885
甄子丹 我要打十个,https://www.goodiptv.club/huya/11352935
手心直冒汗！惊心动魄的灾难片,https://www.goodiptv.club/huya/11602075
国外谍战片,https://www.goodiptv.club/huya/21059587
简小熙的直播间,https://www.goodiptv.club/huya/11342399
玄幻剧场·体验另一种生活,https://www.goodiptv.club/huya/11342414
港剧最佳拍档 | 许冠英合集,https://www.goodiptv.club/huya/11601972
徐峥黄渤双影帝,https://www.goodiptv.club/huya/11352876
搞笑喜剧：最佳拍档 开心鬼系列,https://www.goodiptv.club/huya/11342423
玄幻专场·国产特效大制作,https://www.goodiptv.club/huya/11352973
不挤电影院也能笑着过春节,https://www.goodiptv.club/huya/11352897
古墓系列·去冒险吧,https://www.goodiptv.club/huya/11352913
经典港剧笑嘻嘻,https://www.goodiptv.club/huya/11352965
只解沙场为国死、何须马革裹尸还,https://www.goodiptv.club/huya/11601977
蜘蛛侠系列,https://www.goodiptv.club/huya/21059599
怪兽系列 巨蟒和大白鲨来袭,https://www.goodiptv.club/huya/21059554
看完你也学不会系列,https://www.goodiptv.club/huya/11352945
赛车电影,https://www.goodiptv.club/huya/11279247
快意江湖：金庸的武侠世界,https://www.goodiptv.club/huya/11342435
真正的硬汉007,https://www.goodiptv.club/huya/21059585
牙缝多了根青菜的直播间,https://www.goodiptv.club/huya/11352877
动作电影来啦,https://www.goodiptv.club/huya/11602077
百看不厌的救援大片,https://www.goodiptv.club/huya/21059594
夜色对鲜血痴迷的追随,https://www.goodiptv.club/huya/21059580
枪战还是得看他,https://www.goodiptv.club/huya/21059579
大场面战争片:一枚核弹爆炸,https://www.goodiptv.club/huya/21059574
国产悬疑精选·智商在线,https://www.goodiptv.club/huya/11342395
校园热血电影,https://www.goodiptv.club/huya/11352934
【十一推荐】动作要快、姿势要帅,https://www.goodiptv.club/huya/11602041
收到！特种部队出发,https://www.goodiptv.club/huya/21059592
那些年的香gang贺岁片,https://www.goodiptv.club/huya/11601971
超经典喜剧童年回忆,https://www.goodiptv.club/huya/11352883
盗墓还得看经典的,https://www.goodiptv.club/huya/21059552
刺激到不行的韩版犯罪片,https://www.goodiptv.club/huya/11352974
情人节：港片教你追女仔,https://www.goodiptv.club/huya/11602043
永远怀念“黄药师”曾江,https://www.goodiptv.club/huya/11601981
DC宇宙来啦,https://www.goodiptv.club/huya/11342428
狂飙之扬名立万 男主又帅又霸气呀,https://www.goodiptv.club/huya/11352887
可能是目前最好的篮球电影,https://www.goodiptv.club/huya/21059586
我的宝贝baby的直播间,https://www.goodiptv.club/huya/11352880
法外狂徒张三李四,https://www.goodiptv.club/huya/11601965
看孙悟空唐三藏取西经,https://www.goodiptv.club/huya/23735126
普通司机小马的直播间,https://www.goodiptv.club/huya/23749096
楚汉骄雄-我恨做皇后 但我做刘邦的皇后,https://www.goodiptv.club/huya/23740156
张卫健版西游记,https://www.goodiptv.club/huya/23728660
【鹿鼎记】小春版韦小宝,https://www.goodiptv.club/huya/23865080
【寻秦记】穿越剧鼻祖,https://www.goodiptv.club/huya/23864973
【天龙八部】最佳版本天龙·97版黄日华超神作,https://www.goodiptv.club/huya/23903123
【法证先锋2】超越前篇的佳作·无数人入坑法政就靠它,https://www.goodiptv.club/huya/23860039
【法证先锋3】振聋发聩的法庭辩论·文戏是真的棒,https://www.goodiptv.club/huya/23863804
【洗冤录】节奏贼快·经典TVB剧情·瘦子欧阳震华出演,https://www.goodiptv.club/huya/23903130
【法证先锋】经典之作·法证故事系列开创篇,https://www.goodiptv.club/huya/23734169
【笑傲江湖】吕颂贤就是哪个令狐冲！最被认可的笑傲江湖,https://www.goodiptv.club/huya/23865142
【神雕侠侣】不能超越的杨过和姑姑·古天乐最强出演,https://www.goodiptv.club/huya/23865171
【使徒行者】正邪相斗 情义两难,https://www.goodiptv.club/huya/23734256
扫黄先锋·欧阳震华在不能不看,https://www.goodiptv.club/huya/23903196
【金装四大才子】唐伯虎的四大天团·完美的古装轻喜剧,https://www.goodiptv.club/huya/23903183
【射雕英雄传】黄版郭靖翁版黄蓉·还有谁能取代,https://www.goodiptv.club/huya/23728674
状王宋世杰,https://www.goodiptv.club/huya/23734183
法证先锋,https://www.goodiptv.club/huya/23829543
食为奴·王祖蓝的嘴万绮雯的腿,https://www.goodiptv.club/huya/23865058
创世纪,https://www.goodiptv.club/huya/23749083
布衣神相,https://www.goodiptv.club/huya/23865036
秀才遇到兵,https://www.goodiptv.club/huya/23746486
施公奇案,https://www.goodiptv.club/huya/23829447
天地争霸美猴王粤语版,https://www.goodiptv.club/huya/23734246
大时代,https://www.goodiptv.club/huya/23865161
爱·回家,https://www.goodiptv.club/huya/23863818
降魔的-高能 都市司机化身降魔大师,https://www.goodiptv.club/huya/23734211
殭尸道长,https://www.goodiptv.club/huya/23865164
经典武侠-雪山飞狐 黄日华版,https://www.goodiptv.club/huya/23734176
看女神翁虹如何搞定邻牙利齿大状师,https://www.goodiptv.club/huya/23735153
情事缉私档案-郭晋安郭蔼明的爱恨情仇,https://www.goodiptv.club/huya/23865179
水浒无间道-张智霖的现代版水浒,https://www.goodiptv.club/huya/23863778
野蛮亲家血腥对线,https://www.goodiptv.club/huya/23863796
陀枪师姐-TVB女星脸盲了,https://www.goodiptv.club/huya/23749068
【天地男儿】后无来者的巅峰家族商战,https://www.goodiptv.club/huya/23860049
律政新人王-林峯胡杏儿的律政CP,https://www.goodiptv.club/huya/23863787
射雕之九阴真经-姜大卫 张智霖,https://www.goodiptv.club/huya/23824164
徐良除暴安良替天行道,https://www.goodiptv.club/huya/10871113
铁齿铜ya纪晓岚 经典铁三角组合,https://www.goodiptv.club/huya/11342396
身世神秘的范闲书写人生传奇,https://www.goodiptv.club/huya/11352960
滚滚长江东逝水,https://www.goodiptv.club/huya/11352944
雍正皇帝的风云一生,https://www.goodiptv.club/huya/11342439
康熙·民间私访,https://www.goodiptv.club/huya/11342418
【缅怀最经典张飞】桃园结义三兄弟,https://www.goodiptv.club/huya/11602081
神tan狄仁杰·破案还得是他,https://www.goodiptv.club/huya/11342425
大秦,https://www.goodiptv.club/huya/11352881
康熙大帝的传奇一生,https://www.goodiptv.club/huya/11352940
你怎么看待六子哥,https://www.goodiptv.club/huya/11602086
王艳的孙蝶真的好美,https://www.goodiptv.club/huya/11342420
看县令张卫健破获疑案,https://www.goodiptv.club/huya/11352899
如果可以你想在8号当铺典当什么,https://www.goodiptv.club/huya/21059568
不愿做huang帝的huang帝的一生,https://www.goodiptv.club/huya/11342388
李世民青年时代的成长历程,https://www.goodiptv.club/huya/11336572
许三多军营成长史,https://www.goodiptv.club/huya/11342430
【超级交通站】抗ri情景喜剧,https://www.goodiptv.club/huya/11342433
【邻li一家亲】满院白眼狼,https://www.goodiptv.club/huya/11342426
龙men·舌尖上的镖局,https://www.goodiptv.club/huya/11352874
相识、相知、相爱、相守的父母爱情,https://www.goodiptv.club/huya/11602071
狄仁杰：元芳 你怎么看,https://www.goodiptv.club/huya/11352958
炊事班de故事,https://www.goodiptv.club/huya/19524135
芈月和她的三个爱人,https://www.goodiptv.club/huya/11352975
白鹿姓两大家族之间的恩怨纷争,https://www.goodiptv.club/huya/11342416
一代枭雄为报父仇励精图治,https://www.goodiptv.club/huya/11342398
游击队·抗日战争,https://www.goodiptv.club/huya/11352936
阔别十年你是我的荣耀,https://www.goodiptv.club/huya/11352920
速肌:两个光头赛车的故事,https://www.goodiptv.club/huya/21059556
娇妹的直播间,https://www.goodiptv.club/huya/11342404
怪兽打架x异形世界：爽就完事了,https://www.goodiptv.club/huya/21059577
传统与现代碰撞,https://www.goodiptv.club/huya/11352956







重庆有线,#genre#
欢笑剧场4K,https://live.goodiptv.club/api/cqyx.php?id=hxjc_4K
CCTV-4K,https://live.goodiptv.club/api/cqyx.php?id=CCTV4K
CCTV16-4K,https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K
CCTV1综合高清,https://live.goodiptv.club/api/cqyx.php?id=cctv1HD
CCTV2财经高清,https://live.goodiptv.club/api/cqyx.php?id=cctv2HD
CCTV3综艺高清,https://live.goodiptv.club/api/cqyx.php?id=cctv3HD
CCTV4中文国际高清,https://live.goodiptv.club/api/cqyx.php?id=cctv4HD
CCTV5体育高清,https://live.goodiptv.club/api/cqyx.php?id=cctv5HD
CCTV5P高清,https://live.goodiptv.club/api/cqyx.php?id=cctv5SportHD
CCTV6电影高清,https://live.goodiptv.club/api/cqyx.php?id=cctv6HD
CCTV7国防军事高清,https://live.goodiptv.club/api/cqyx.php?id=cctv7HD
CCTV8电视剧高清,https://live.goodiptv.club/api/cqyx.php?id=cctv8HD
CCTV9纪录高清,https://live.goodiptv.club/api/cqyx.php?id=cctv9HD
CCTV10科教高清,https://live.goodiptv.club/api/cqyx.php?id=cctv10HD
CCTV11戏曲高清,https://live.goodiptv.club/api/cqyx.php?id=cctv11HD
CCTV12社会与法高清,https://live.goodiptv.club/api/cqyx.php?id=cctv12HD
CCTV13新闻高清,https://live.goodiptv.club/api/cqyx.php?id=CCTVNewsHD
CCTV14少儿高清,https://live.goodiptv.club/api/cqyx.php?id=cctvseHD
CCTV15音乐高清,https://live.goodiptv.club/api/cqyx.php?id=cctv15HD
CCTV16奥林匹克高清,https://live.goodiptv.club/api/cqyx.php?id=cctv16HD
CCTV17农业农村高清,https://live.goodiptv.club/api/cqyx.php?id=cctv17HD
重庆卫视高清,https://live.goodiptv.club/api/cqyx.php?id=chongqingHD
江苏卫视高清,https://live.goodiptv.club/api/cqyx.php?id=jiangsuHD
北京卫视高清,https://live.goodiptv.club/api/cqyx.php?id=beijingHD
浙江卫视高清,https://live.goodiptv.club/api/cqyx.php?id=zhejiangHD
东方卫视高清,https://live.goodiptv.club/api/cqyx.php?id=shanghaiHD
深圳卫视高清,https://live.goodiptv.club/api/cqyx.php?id=shenzhenHD
辽宁卫视高清,https://live.goodiptv.club/api/cqyx.php?id=liaoningHD
天津卫视高清,https://live.goodiptv.club/api/cqyx.php?id=tianjinHD
贵州卫视高清,https://live.goodiptv.club/api/cqyx.php?id=guizhouHD
四川卫视高清,https://live.goodiptv.club/api/cqyx.php?id=sichuanHD
云南卫视高清,https://live.goodiptv.club/api/cqyx.php?id=yunnanSD
东南卫视高清,https://live.goodiptv.club/api/cqyx.php?id=dongnanHD
黑龙江卫视高清,https://live.goodiptv.club/api/cqyx.php?id=heilongjiangHD
安徽卫视高清,https://live.goodiptv.club/api/cqyx.php?id=anhuiSD
河北卫视高清,https://live.goodiptv.club/api/cqyx.php?id=hebeiSD
江西卫视高清,https://live.goodiptv.club/api/cqyx.php?id=jiangxiHD
湖北卫视高清,https://live.goodiptv.club/api/cqyx.php?id=hubeiSD
海南卫视高清,https://live.goodiptv.club/api/cqyx.php?id=hainanSD
吉林卫视高清,https://live.goodiptv.club/api/cqyx.php?id=jilinHD
广西卫视高清,https://live.goodiptv.club/api/cqyx.php?id=guangxiHD
内蒙古卫视,https://live.goodiptv.club/api/cqyx.php?id=neimengkuSD
湖南卫视高清,https://live.goodiptv.club/api/cqyx.php?id=hunanHD
广东卫视高清,https://live.goodiptv.club/api/cqyx.php?id=guangdongHD
河南卫视高清,https://live.goodiptv.club/api/cqyx.php?id=henanHD
山西卫视,https://live.goodiptv.club/api/cqyx.php?id=shanxiSD
兵团卫视,https://live.goodiptv.club/api/cqyx.php?id=bingtuanSD
宁夏卫视,https://live.goodiptv.club/api/cqyx.php?id=ningxia
北京卡酷少儿,https://live.goodiptv.club/api/cqyx.php?id=bjkakuSD
金鹰卡通高清,https://live.goodiptv.club/api/cqyx.php?id=jinyingSD
三沙卫视,https://live.goodiptv.club/api/cqyx.php?id=sanshaSD
青海卫视,https://live.goodiptv.club/api/cqyx.php?id=qinghaiSD
中国天气,https://live.goodiptv.club/api/cqyx.php?id=tianqiSD
北京纪实科教高清,https://live.goodiptv.club/api/cqyx.php?id=bjayjsSD
山东教育卫视,https://live.goodiptv.club/api/cqyx.php?id=sdjiaoyuSD
新疆卫视,https://live.goodiptv.club/api/cqyx.php?id=xinjiangSD
西藏卫视,https://live.goodiptv.club/api/cqyx.php?id=xizangSD
CGTN,https://live.goodiptv.club/api/cqyx.php?id=cgtnSD
CETV-1,https://live.goodiptv.club/api/cqyx.php?id=cetv-1SD
CETV-4,https://live.goodiptv.club/api/cqyx.php?id=cetv-4SD
生活时尚,https://live.goodiptv.club/api/cqyx.php?id=shenghuo
百姓健康,https://live.goodiptv.club/api/cqyx.php?id=jiankangSD
快乐垂钓高清,https://live.goodiptv.club/api/cqyx.php?id=klcdHD
第一剧场高清,https://live.goodiptv.club/api/cqyx.php?id=diyijuchangHD
都市剧场高清,https://live.goodiptv.club/api/cqyx.php?id=dsjcHD
动漫秀场高清,https://live.goodiptv.club/api/cqyx.php?id=dmxcHD
魅力足球高清,https://live.goodiptv.club/api/cqyx.php?id=mlzqHD
风云剧场高清,https://live.goodiptv.club/api/cqyx.php?id=fyjcHD
求索纪录高清,https://live.goodiptv.club/api/cqyx.php?id=qsjlHD
兵器科技高清,https://live.goodiptv.club/api/cqyx.php?id=bqkjHD
游戏风云高清,https://live.goodiptv.club/api/cqyx.php?id=yxfyHD
怀旧剧场高清,https://live.goodiptv.club/api/cqyx.php?id=hjjcHD
风云音乐高清,https://live.goodiptv.club/api/cqyx.php?id=fyyyHD
央视台球高清,https://live.goodiptv.club/api/cqyx.php?id=ystqHD
风云足球高清,https://live.goodiptv.club/api/cqyx.php?id=fyzqHD
央视文化精品高清,https://live.goodiptv.club/api/cqyx.php?id=yswhHD
高尔夫网球高清,https://live.goodiptv.club/api/cqyx.php?id=golfHD
早期教育高清,https://live.goodiptv.club/api/cqyx.php?id=zaojiaoHD
重庆新闻高清,https://live.goodiptv.club/api/cqyx.php?id=CQTVNewsHD
重庆影视高清,https://live.goodiptv.club/api/cqyx.php?id=cqyingshiHD
重庆社会与法高清,https://live.goodiptv.club/api/cqyx.php?id=CQTVTrendyHD
重庆时尚生活高清,https://live.goodiptv.club/api/cqyx.php?id=cqssgwHD
重庆文体娱乐高清,https://live.goodiptv.club/api/cqyx.php?id=cqwtylHD
重庆新农村高清,https://live.goodiptv.club/api/cqyx.php?id=cqggncHD
重庆少儿高清,https://live.goodiptv.club/api/cqyx.php?id=cqseHD
重庆科教高清,https://live.goodiptv.club/api/cqyx.php?id=CQTVkejiaoHD
爱看导视高清,https://live.goodiptv.club/api/cqyx.php?id=aikanHD
重庆汽摩高清,https://live.goodiptv.club/api/cqyx.php?id=cqcarSD
重庆移动高清,https://live.goodiptv.club/api/cqyx.php?id=mryyHD
重广融媒,https://live.goodiptv.club/api/cqyx.php?id=cqrongmei
优购物,https://live.goodiptv.club/api/cqyx.php?id=yougouwu
家家购物,https://live.goodiptv.club/api/cqyx.php?id=jjgw
风尚购物,https://live.goodiptv.club/api/cqyx.php?id=fsgw
聚鲨环球精选,https://live.goodiptv.club/api/cqyx.php?id=jusha
中视购物,https://live.goodiptv.club/api/cqyx.php?id=ysgw
家有购物,https://live.goodiptv.club/api/cqyx.php?id=jygw
央广购物,https://live.goodiptv.club/api/cqyx.php?id=yggw
东方财经高清,https://live.goodiptv.club/api/cqyx.php?id=dfcj
证券服务,https://live.goodiptv.club/api/cqyx.php?id=jiazheng
书画,https://live.goodiptv.club/api/cqyx.php?id=shuhua
新动漫,https://live.goodiptv.club/api/cqyx.php?id=dongman
国学频道,https://live.goodiptv.club/api/cqyx.php?id=guoxue
优优宝贝,https://live.goodiptv.club/api/cqyx.php?id=youxi
中华特产,https://live.goodiptv.club/api/cqyx.php?id=techan
环球奇观,https://live.goodiptv.club/api/cqyx.php?id=car
生态环境,https://live.goodiptv.club/api/cqyx.php?id=shengtai
四海钓鱼,https://live.goodiptv.club/api/cqyx.php?id=diaoyu
发现之旅,https://live.goodiptv.club/api/cqyx.php?id=faxian
车迷,https://live.goodiptv.club/api/cqyx.php?id=doxtv
法治天地,https://live.goodiptv.club/api/cqyx.php?id=fazhi
金色学堂,https://live.goodiptv.club/api/cqyx.php?id=jinse
收藏天下,https://live.goodiptv.club/api/cqyx.php?id=soucang
财富天下,https://live.goodiptv.club/api/cqyx.php?id=caifu
女性时尚,https://live.goodiptv.club/api/cqyx.php?id=nvxing
中学生,https://live.goodiptv.club/api/cqyx.php?id=qicai
天元围棋,https://live.goodiptv.club/api/cqyx.php?id=weiqi
先锋乒羽,https://live.goodiptv.club/api/cqyx.php?id=xianfeng
环球旅游,https://live.goodiptv.club/api/cqyx.php?id=huanqiulvyou
老故事,https://live.goodiptv.club/api/cqyx.php?id=gushi
摄影频道,https://live.goodiptv.club/api/cqyx.php?id=sheying
靓妆,https://live.goodiptv.club/api/cqyx.php?id=liang









BESTV直播,#genre#
CCTV1,http://angtv.cc/test/bestv.php?id=cctv1hd8m/8000000
CCTV2,http://angtv.cc/test/bestv.php?id=cctv2hd8m/8000000
CCTV3,http://angtv.cc/test/bestv.php?id=cctv38m/8000000
CCTV4,http://angtv.cc/test/bestv.php?id=cctv4hd8m/8000000
CCTV5,http://angtv.cc/test/bestv.php?id=cctv58m/8000000
CCTV5+,http://angtv.cc/test/bestv.php?id=cctv5phd8m/8000000
CCTV6,http://angtv.cc/test/bestv.php?id=cctv6hd8m/8000000
CCTV7,http://angtv.cc/test/bestv.php?id=cctv7hd8m/8000000
CCTV8,http://angtv.cc/test/bestv.php?id=cctv8hd8m/8000000
CCTV9,http://angtv.cc/test/bestv.php?id=cctv9hd8m/8000000
CCTV10,http://angtv.cc/test/bestv.php?id=cctv10hd8m/8000000
CCTV11,http://angtv.cc/test/bestv.php?id=cctv11hd8m/8000000
CCTV12,http://angtv.cc/test/bestv.php?id=cctv12hd8m/8000000
CCTV13,http://angtv.cc/test/bestv.php?id=cctv13xwhd8m/8000000
CCTV14,http://angtv.cc/test/bestv.php?id=cctvsehd8m/8000000
CCTV15,http://angtv.cc/test/bestv.php?id=cctv15hd8m/8000000
CCTV16,http://angtv.cc/test/bestv.php?id=cctv16hd8m/8000000
CCTV17,http://angtv.cc/test/bestv.php?id=cctv17hd8m/8000000
湖南卫视,http://angtv.cc/test/bestv.php?id=hunanwshd8m/8000000
浙江卫视,http://angtv.cc/test/bestv.php?id=zjwshd8m/8000000
东方卫视,http://angtv.cc/test/bestv.php?id=dfwshd8m/8000000
江苏卫视,http://angtv.cc/test/bestv.php?id=jswshd8m/8000000
四川卫视,http://angtv.cc/test/bestv.php?id=scwshd/8000000
北京卫视,http://angtv.cc/test/bestv.php?id=bjwshd8m/8000000
天津卫视,http://angtv.cc/test/bestv.php?id=tjwshd8m/8000000
辽宁卫视,http://angtv.cc/test/bestv.php?id=lnwshd8m/8000000
安徽卫视,http://angtv.cc/test/bestv.php?id=ahwshd8m/8000000
黑龙江卫视,http://angtv.cc/test/bestv.php?id=hljwshd8m/8000000
广西卫视,http://angtv.cc/test/bestv.php?id=gxwshd8m/8000000
广东卫视,http://angtv.cc/test/bestv.php?id=gdwshd8m/8000000
深圳卫视,http://angtv.cc/test/bestv.php?id=szwshd8m/8000000
湖北卫视,http://angtv.cc/test/bestv.php?id=hubeiws8m/8000000
吉林卫视,http://angtv.cc/test/bestv.php?id=jlwshd8m/8000000
山东卫视,http://angtv.cc/test/bestv.php?id=sdws8m/8000000
江西卫视,http://angtv.cc/test/bestv.php?id=jxws8m/8000000
河南卫视,http://angtv.cc/test/bestv.php?id=hnwshd8m/8000000
河北卫视,http://angtv.cc/test/bestv.php?id=hbwshd8m/8000000
甘肃卫视,http://angtv.cc/test/bestv.php?id=gswshd8m/8000000
重庆卫视,http://angtv.cc/test/bestv.php?id=cqws8m/8000000
东南卫视,http://angtv.cc/test/bestv.php?id=dnwshd8m/8000000
云南卫视,http://angtv.cc/test/bestv.php?id=ynwshd8m/8000000
贵州卫视,http://angtv.cc/test/bestv.php?id=gzwshd8m/8000000
海南卫视,http://angtv.cc/test/bestv.php?id=hainanwshd8m/8000000
五星体育,http://angtv.cc/test/bestv.php?id=wxtyhd8m/8000000
东方财经,http://angtv.cc/test/bestv.php?id=dfcjhd8m/8000000
上海第一财经,http://angtv.cc/test/bestv.php?id=dycjhd8m/8000000
上视新闻,http://angtv.cc/test/bestv.php?id=xwzhhd8m/8000000
上海都市,http://angtv.cc/test/bestv.php?id=dshd8m/8000000
上海纪实,http://angtv.cc/test/bestv.php?id=jspdhd/4000000
东方影视,http://angtv.cc/test/bestv.php?id=dfyshd8m/8000000
华语影院,http://angtv.cc/test/bestv.php?id=hyyy8m/8000000
星光影院,http://angtv.cc/test/bestv.php?id=xgyy8m/8000000
谍战剧场,http://angtv.cc/test/bestv.php?id=dzjc8m/8000000
全球大片,http://angtv.cc/test/bestv.php?id=qqdp8m/8000000
